55	0	-0.47500	-0.16500	-0.50000	-0.15000	-0.45000	-0.15000	-0.45000	-0.18000	-0.50000	-0.18000
79	9	-0.02500	-0.88500	-0.05000	-0.87000	0.00000	-0.87000	0.00000	-0.90000	-0.05000	-0.90000
39	6	-0.17500	0.31500	-0.20000	0.33000	-0.15000	0.33000	-0.15000	0.30000	-0.20000	0.30000
74	6	-0.17500	-0.73500	-0.20000	-0.72000	-0.15000	-0.72000	-0.15000	-0.75000	-0.20000	-0.75000
49	9	-0.02500	0.01500	-0.05000	0.03000	0.00000	0.03000	0.00000	0.00000	-0.05000	0.00000
31	9	-0.02500	0.55500	-0.05000	0.57000	0.00000	0.57000	0.00000	0.54000	-0.05000	0.54000
83	17	0.37500	-1.00500	0.35000	-0.99000	0.40000	-0.99000	0.40000	-1.02000	0.35000	-1.02000
93	17	0.37500	-1.30500	0.35000	-1.29000	0.40000	-1.29000	0.40000	-1.32000	0.35000	-1.32000
63	16	0.32500	-0.40500	0.30000	-0.39000	0.35000	-0.39000	0.35000	-0.42000	0.30000	-0.42000
88	9	-0.02500	-1.15500	-0.05000	-1.14000	0.00000	-1.14000	0.00000	-1.17000	-0.05000	-1.17000
83	7	-0.12500	-1.00500	-0.15000	-0.99000	-0.10000	-0.99000	-0.10000	-1.02000	-0.15000	-1.02000
32	3	-0.32500	0.52500	-0.35000	0.54000	-0.30000	0.54000	-0.30000	0.51000	-0.35000	0.51000
17	4	-0.27500	0.97500	-0.30000	0.99000	-0.25000	0.99000	-0.25000	0.96000	-0.30000	0.96000
7	2	-0.37500	1.27500	-0.40000	1.29000	-0.35000	1.29000	-0.35000	1.26000	-0.40000	1.26000
59	9	-0.02500	-0.28500	-0.05000	-0.27000	0.00000	-0.27000	0.00000	-0.30000	-0.05000	-0.30000
92	14	0.22500	-1.27500	0.20000	-1.26000	0.25000	-1.26000	0.25000	-1.29000	0.20000	-1.29000
42	8	-0.07500	0.22500	-0.10000	0.24000	-0.05000	0.24000	-0.05000	0.21000	-0.10000	0.21000
37	12	0.12500	0.37500	0.10000	0.39000	0.15000	0.39000	0.15000	0.36000	0.10000	0.36000
81	4	-0.27500	-0.94500	-0.30000	-0.93000	-0.25000	-0.93000	-0.25000	-0.96000	-0.30000	-0.96000
75	3	-0.32500	-0.76500	-0.35000	-0.75000	-0.30000	-0.75000	-0.30000	-0.78000	-0.35000	-0.78000
60	1	-0.42500	-0.31500	-0.45000	-0.30000	-0.40000	-0.30000	-0.40000	-0.33000	-0.45000	-0.33000
14	12	0.12500	1.06500	0.10000	1.08000	0.15000	1.08000	0.15000	1.05000	0.10000	1.05000
75	14	0.22500	-0.76500	0.20000	-0.75000	0.25000	-0.75000	0.25000	-0.78000	0.20000	-0.78000
45	6	-0.17500	0.13500	-0.20000	0.15000	-0.15000	0.15000	-0.15000	0.12000	-0.20000	0.12000
19	0	-0.47500	0.91500	-0.50000	0.93000	-0.45000	0.93000	-0.45000	0.90000	-0.50000	0.90000
47	7	-0.12500	0.07500	-0.15000	0.09000	-0.10000	0.09000	-0.10000	0.06000	-0.15000	0.06000
27	10	-0.07500	0.67500	-0.10000	0.69000	-0.05000	0.69000	-0.05000	0.66000	-0.10000	0.66000
52	13	0.17500	-0.07500	0.15000	-0.06000	0.20000	-0.06000	0.20000	-0.09000	0.15000	-0.09000
94	6	-0.17500	-1.33500	-0.20000	-1.32000	-0.15000	-1.32000	-0.15000	-1.35000	-0.20000	-1.35000
0	12	0.12500	1.48500	0.10000	1.50000	0.15000	1.50000	0.15000	1.47000	0.10000	1.47000
47	10	-0.07500	0.07500	-0.10000	0.09000	-0.05000	0.09000	-0.05000	0.06000	-0.10000	0.06000
47	0	-0.47500	0.07500	-0.50000	0.09000	-0.45000	0.09000	-0.45000	0.06000	-0.50000	0.06000
28	11	0.07500	0.64500	0.05000	0.66000	0.10000	0.66000	0.10000	0.63000	0.05000	0.63000
72	7	-0.12500	-0.67500	-0.15000	-0.66000	-0.10000	-0.66000	-0.10000	-0.69000	-0.15000	-0.69000
67	5	-0.22500	-0.52500	-0.25000	-0.51000	-0.20000	-0.51000	-0.20000	-0.54000	-0.25000	-0.54000
69	4	-0.27500	-0.58500	-0.30000	-0.57000	-0.25000	-0.57000	-0.25000	-0.60000	-0.30000	-0.60000
79	18	0.42500	-0.88500	0.40000	-0.87000	0.45000	-0.87000	0.45000	-0.90000	0.40000	-0.90000
46	10	-0.07500	0.10500	-0.10000	0.12000	-0.05000	0.12000	-0.05000	0.09000	-0.10000	0.09000
91	2	-0.37500	-1.24500	-0.40000	-1.23000	-0.35000	-1.23000	-0.35000	-1.26000	-0.40000	-1.26000
64	16	0.32500	-0.43500	0.30000	-0.42000	0.35000	-0.42000	0.35000	-0.45000	0.30000	-0.45000
93	8	-0.07500	-1.30500	-0.10000	-1.29000	-0.05000	-1.29000	-0.05000	-1.32000	-0.10000	-1.32000
82	2	-0.37500	-0.97500	-0.40000	-0.96000	-0.35000	-0.96000	-0.35000	-0.99000	-0.40000	-0.99000
47	13	0.17500	0.07500	0.15000	0.09000	0.20000	0.09000	0.20000	0.06000	0.15000	0.06000
81	2	-0.37500	-0.94500	-0.40000	-0.93000	-0.35000	-0.93000	-0.35000	-0.96000	-0.40000	-0.96000
19	8	-0.07500	0.91500	-0.10000	0.93000	-0.05000	0.93000	-0.05000	0.90000	-0.10000	0.90000
59	0	-0.47500	-0.28500	-0.50000	-0.27000	-0.45000	-0.27000	-0.45000	-0.30000	-0.50000	-0.30000
43	17	0.37500	0.19500	0.35000	0.21000	0.40000	0.21000	0.40000	0.18000	0.35000	0.18000
2	5	-0.22500	1.42500	-0.25000	1.44000	-0.20000	1.44000	-0.20000	1.41000	-0.25000	1.41000
85	13	0.17500	-1.06500	0.15000	-1.05000	0.20000	-1.05000	0.20000	-1.08000	0.15000	-1.08000
76	10	-0.07500	-0.79500	-0.10000	-0.78000	-0.05000	-0.78000	-0.05000	-0.81000	-0.10000	-0.81000
82	5	-0.22500	-0.97500	-0.25000	-0.96000	-0.20000	-0.96000	-0.20000	-0.99000	-0.25000	-0.99000
9	1	-0.42500	1.21500	-0.45000	1.23000	-0.40000	1.23000	-0.40000	1.20000	-0.45000	1.20000
91	6	-0.17500	-1.24500	-0.20000	-1.23000	-0.15000	-1.23000	-0.15000	-1.26000	-0.20000	-1.26000
9	4	-0.27500	1.21500	-0.30000	1.23000	-0.25000	1.23000	-0.25000	1.20000	-0.30000	1.20000
99	1	-0.42500	-1.48500	-0.45000	-1.47000	-0.40000	-1.47000	-0.40000	-1.50000	-0.45000	-1.50000
81	6	-0.17500	-0.94500	-0.20000	-0.93000	-0.15000	-0.93000	-0.15000	-0.96000	-0.20000	-0.96000
33	15	0.27500	0.49500	0.25000	0.51000	0.30000	0.51000	0.30000	0.48000	0.25000	0.48000
29	13	0.17500	0.61500	0.15000	0.63000	0.20000	0.63000	0.20000	0.60000	0.15000	0.60000
86	17	0.37500	-1.09500	0.35000	-1.08000	0.40000	-1.08000	0.40000	-1.11000	0.35000	-1.11000
70	4	-0.27500	-0.61500	-0.30000	-0.60000	-0.25000	-0.60000	-0.25000	-0.63000	-0.30000	-0.63000
15	17	0.37500	1.03500	0.35000	1.05000	0.40000	1.05000	0.40000	1.02000	0.35000	1.02000
91	19	0.47500	-1.24500	0.45000	-1.23000	0.50000	-1.23000	0.50000	-1.26000	0.45000	-1.26000
61	6	-0.17500	-0.34500	-0.20000	-0.33000	-0.15000	-0.33000	-0.15000	-0.36000	-0.20000	-0.36000
40	17	0.37500	0.28500	0.35000	0.30000	0.40000	0.30000	0.40000	0.27000	0.35000	0.27000
41	6	-0.17500	0.25500	-0.20000	0.27000	-0.15000	0.27000	-0.15000	0.24000	-0.20000	0.24000
41	0	-0.47500	0.25500	-0.50000	0.27000	-0.45000	0.27000	-0.45000	0.24000	-0.50000	0.24000
85	7	-0.12500	-1.06500	-0.15000	-1.05000	-0.10000	-1.05000	-0.10000	-1.08000	-0.15000	-1.08000
47	3	-0.32500	0.07500	-0.35000	0.09000	-0.30000	0.09000	-0.30000	0.06000	-0.35000	0.06000
65	13	0.17500	-0.46500	0.15000	-0.45000	0.20000	-0.45000	0.20000	-0.48000	0.15000	-0.48000
44	10	-0.07500	0.16500	-0.10000	0.18000	-0.05000	0.18000	-0.05000	0.15000	-0.10000	0.15000
64	7	-0.12500	-0.43500	-0.15000	-0.42000	-0.10000	-0.42000	-0.10000	-0.45000	-0.15000	-0.45000
92	11	0.07500	-1.27500	0.05000	-1.26000	0.10000	-1.26000	0.10000	-1.29000	0.05000	-1.29000
29	5	-0.22500	0.61500	-0.25000	0.63000	-0.20000	0.63000	-0.20000	0.60000	-0.25000	0.60000
25	18	0.42500	0.73500	0.40000	0.75000	0.45000	0.75000	0.45000	0.72000	0.40000	0.72000
2	19	0.47500	1.42500	0.45000	1.44000	0.50000	1.44000	0.50000	1.41000	0.45000	1.41000
23	4	-0.27500	0.79500	-0.30000	0.81000	-0.25000	0.81000	-0.25000	0.78000	-0.30000	0.78000
22	2	-0.37500	0.82500	-0.40000	0.84000	-0.35000	0.84000	-0.35000	0.81000	-0.40000	0.81000
26	17	0.37500	0.70500	0.35000	0.72000	0.40000	0.72000	0.40000	0.69000	0.35000	0.69000
38	11	0.07500	0.34500	0.05000	0.36000	0.10000	0.36000	0.10000	0.33000	0.05000	0.33000
71	12	0.12500	-0.64500	0.10000	-0.63000	0.15000	-0.63000	0.15000	-0.66000	0.10000	-0.66000
11	10	-0.07500	1.15500	-0.10000	1.17000	-0.05000	1.17000	-0.05000	1.14000	-0.10000	1.14000
1	10	-0.07500	1.45500	-0.10000	1.47000	-0.05000	1.47000	-0.05000	1.44000	-0.10000	1.44000
13	16	0.32500	1.09500	0.30000	1.11000	0.35000	1.11000	0.35000	1.08000	0.30000	1.08000
33	13	0.17500	0.49500	0.15000	0.51000	0.20000	0.51000	0.20000	0.48000	0.15000	0.48000
63	0	-0.47500	-0.40500	-0.50000	-0.39000	-0.45000	-0.39000	-0.45000	-0.42000	-0.50000	-0.42000
0	1	-0.42500	1.48500	-0.45000	1.50000	-0.40000	1.50000	-0.40000	1.47000	-0.45000	1.47000
63	14	0.22500	-0.40500	0.20000	-0.39000	0.25000	-0.39000	0.25000	-0.42000	0.20000	-0.42000
67	12	0.12500	-0.52500	0.10000	-0.51000	0.15000	-0.51000	0.15000	-0.54000	0.10000	-0.54000
73	8	-0.07500	-0.70500	-0.10000	-0.69000	-0.05000	-0.69000	-0.05000	-0.72000	-0.10000	-0.72000
87	6	-0.17500	-1.12500	-0.20000	-1.11000	-0.15000	-1.11000	-0.15000	-1.14000	-0.20000	-1.14000
91	17	0.37500	-1.24500	0.35000	-1.23000	0.40000	-1.23000	0.40000	-1.26000	0.35000	-1.26000
14	1	-0.42500	1.06500	-0.45000	1.08000	-0.40000	1.08000	-0.40000	1.05000	-0.45000	1.05000
84	0	-0.47500	-1.03500	-0.50000	-1.02000	-0.45000	-1.02000	-0.45000	-1.05000	-0.50000	-1.05000
15	14	0.22500	1.03500	0.20000	1.05000	0.25000	1.05000	0.25000	1.02000	0.20000	1.02000
33	9	-0.02500	0.49500	-0.05000	0.51000	0.00000	0.51000	0.00000	0.48000	-0.05000	0.48000
54	0	-0.47500	-0.13500	-0.50000	-0.12000	-0.45000	-0.12000	-0.45000	-0.15000	-0.50000	-0.15000
19	16	0.32500	0.91500	0.30000	0.93000	0.35000	0.93000	0.35000	0.90000	0.30000	0.90000
90	17	0.37500	-1.21500	0.35000	-1.20000	0.40000	-1.20000	0.40000	-1.23000	0.35000	-1.23000
9	15	0.27500	1.21500	0.25000	1.23000	0.30000	1.23000	0.30000	1.20000	0.25000	1.20000
74	10	-0.07500	-0.73500	-0.10000	-0.72000	-0.05000	-0.72000	-0.05000	-0.75000	-0.10000	-0.75000
