33	0	-0.475	0.495	-0.500	0.510	-0.450	0.510	-0.450	0.480	-0.500	0.480
33	1	-0.425	0.495	-0.450	0.510	-0.400	0.510	-0.400	0.480	-0.450	0.480
33	2	-0.375	0.495	-0.400	0.510	-0.350	0.510	-0.350	0.480	-0.400	0.480
33	3	-0.325	0.495	-0.350	0.510	-0.300	0.510	-0.300	0.480	-0.350	0.480
33	4	-0.275	0.495	-0.300	0.510	-0.250	0.510	-0.250	0.480	-0.300	0.480
33	5	-0.225	0.495	-0.250	0.510	-0.200	0.510	-0.200	0.480	-0.250	0.480
33	6	-0.175	0.495	-0.200	0.510	-0.150	0.510	-0.150	0.480	-0.200	0.480
33	7	-0.125	0.495	-0.150	0.510	-0.100	0.510	-0.100	0.480	-0.150	0.480
33	8	-0.075	0.495	-0.100	0.510	-0.050	0.510	-0.050	0.480	-0.100	0.480
33	9	-0.025	0.495	-0.050	0.510	0.000	0.510	0.000	0.480	-0.050	0.480
33	10	0.025	0.495	0.000	0.510	0.050	0.510	0.050	0.480	0.000	0.480
33	11	0.075	0.495	0.050	0.510	0.100	0.510	0.100	0.480	0.050	0.480
33	12	0.125	0.495	0.100	0.510	0.150	0.510	0.150	0.480	0.100	0.480
33	13	0.175	0.495	0.150	0.510	0.200	0.510	0.200	0.480	0.150	0.480
33	14	0.225	0.495	0.200	0.510	0.250	0.510	0.250	0.480	0.200	0.480
33	15	0.275	0.495	0.250	0.510	0.300	0.510	0.300	0.480	0.250	0.480
33	16	0.325	0.495	0.300	0.510	0.350	0.510	0.350	0.480	0.300	0.480
33	17	0.375	0.495	0.350	0.510	0.400	0.510	0.400	0.480	0.350	0.480
33	18	0.425	0.495	0.400	0.510	0.450	0.510	0.450	0.480	0.400	0.480
33	19	0.475	0.495	0.450	0.510	0.500	0.510	0.500	0.480	0.450	0.480
39	0	-0.475	0.315	-0.500	0.330	-0.450	0.330	-0.450	0.300	-0.500	0.300
39	1	-0.425	0.315	-0.450	0.330	-0.400	0.330	-0.400	0.300	-0.450	0.300
39	2	-0.375	0.315	-0.400	0.330	-0.350	0.330	-0.350	0.300	-0.400	0.300
39	3	-0.325	0.315	-0.350	0.330	-0.300	0.330	-0.300	0.300	-0.350	0.300
39	4	-0.275	0.315	-0.300	0.330	-0.250	0.330	-0.250	0.300	-0.300	0.300
39	5	-0.225	0.315	-0.250	0.330	-0.200	0.330	-0.200	0.300	-0.250	0.300
39	6	-0.175	0.315	-0.200	0.330	-0.150	0.330	-0.150	0.300	-0.200	0.300
39	7	-0.125	0.315	-0.150	0.330	-0.100	0.330	-0.100	0.300	-0.150	0.300
39	8	-0.075	0.315	-0.100	0.330	-0.050	0.330	-0.050	0.300	-0.100	0.300
39	9	-0.025	0.315	-0.050	0.330	0.000	0.330	0.000	0.300	-0.050	0.300
39	10	0.025	0.315	0.000	0.330	0.050	0.330	0.050	0.300	0.000	0.300
39	11	0.075	0.315	0.050	0.330	0.100	0.330	0.100	0.300	0.050	0.300
39	12	0.125	0.315	0.100	0.330	0.150	0.330	0.150	0.300	0.100	0.300
39	13	0.175	0.315	0.150	0.330	0.200	0.330	0.200	0.300	0.150	0.300
39	14	0.225	0.315	0.200	0.330	0.250	0.330	0.250	0.300	0.200	0.300
39	15	0.275	0.315	0.250	0.330	0.300	0.330	0.300	0.300	0.250	0.300
39	16	0.325	0.315	0.300	0.330	0.350	0.330	0.350	0.300	0.300	0.300
39	17	0.375	0.315	0.350	0.330	0.400	0.330	0.400	0.300	0.350	0.300
39	18	0.425	0.315	0.400	0.330	0.450	0.330	0.450	0.300	0.400	0.300
39	19	0.475	0.315	0.450	0.330	0.500	0.330	0.500	0.300	0.450	0.300
