0.000,0.000,0,1
0.100,0.100,0,1
0.200,0.200,0,1
0.300,0.300,0,1
0.400,0.400,0,1
0.500,0.500,0,1
0.600,0.600,0,1
0.700,0.700,0,1
0.800,0.800,0,1
0.900,0.900,0,1
1.000,1.000,0,1
1.100,1.100,0,1
1.200,1.200,0,1
1.300,1.300,0,1
1.400,1.400,0,1
1.500,1.500,0,1
1.600,1.600,0,1
1.700,1.700,0,1
1.800,1.800,0,1
1.900,1.900,0,1
2.000,2.000,0,1
2.100,2.100,0,1
0.000,0.000,0,1
0.100,0.100,0,1
0.200,0.200,0,1
0.300,0.300,0,1
0.400,0.400,0,1
0.500,0.500,0,1
0.600,0.600,0,1
0.700,0.700,0,1
0.800,0.800,0,1
0.900,0.900,0,1
1.000,1.000,0,1
1.100,1.100,0,1
1.200,1.200,0,1
1.300,1.300,0,1
1.400,1.400,0,1
1.500,1.500,0,1
1.600,1.600,0,1
1.700,1.700,0,1
1.800,1.800,0,1
1.900,1.900,0,1
2.000,2.000,0,1
2.100,2.100,0,1
2.200,2.200,0,1
2.300,2.300,0,1
2.400,2.400,0,1
2.500,2.500,0,1
2.600,2.600,0,1
2.700,2.700,0,1
2.800,2.800,0,1
2.900,2.900,0,1
3.000,3.000,0,1
3.100,3.100,0,1
3.200,3.200,0,1
3.300,3.300,0,1
3.400,3.400,0,1
3.500,3.500,0,1
3.600,3.600,0,1
3.700,3.700,0,1
3.800,3.800,0,1
3.900,3.900,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
0.000,0.000,1,0
0.100,0.100,1,0
0.200,0.200,1,0
0.300,0.300,1,0
0.400,0.400,1,0
0.500,0.500,1,0
0.600,0.600,1,0
0.700,0.700,1,0
0.800,0.800,1,0
0.900,0.900,1,0
1.000,1.000,1,0
1.100,1.100,1,0
1.200,1.200,1,0
1.300,1.300,1,0
1.400,1.400,1,0
1.500,1.500,1,0
1.600,1.600,1,0
1.700,1.700,1,0
1.800,1.800,1,0
1.900,1.900,1,0
2.000,2.000,1,0
2.100,2.100,1,0
2.200,2.200,1,0
2.300,2.300,1,0
2.400,2.400,1,0
2.500,2.500,1,0
2.600,2.600,1,0
2.700,2.700,1,0
2.800,2.800,1,0
2.900,2.900,1,0
3.000,3.000,1,0
3.100,3.100,1,0
3.200,3.200,1,0
3.300,3.300,1,0
3.400,3.400,1,0
3.500,3.500,1,0
3.600,3.600,1,0
3.700,3.700,1,0
3.800,3.800,1,0
3.900,3.900,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
0.000,0.000,0,1
0.100,0.100,0,1
0.200,0.200,0,1
0.300,0.300,0,1
0.400,0.400,0,1
0.500,0.500,0,1
0.600,0.600,0,1
0.700,0.700,0,1
0.800,0.800,0,1
0.900,0.900,0,1
1.000,1.000,0,1
1.100,1.100,0,1
1.200,1.200,0,1
1.300,1.300,0,1
1.400,1.400,0,1
1.500,1.500,0,1
1.600,1.600,0,1
1.700,1.700,0,1
1.800,1.800,0,1
1.900,1.900,0,1
2.000,2.000,0,1
2.100,2.100,0,1
2.200,2.200,0,1
2.300,2.300,0,1
2.400,2.400,0,1
2.500,2.500,0,1
2.600,2.600,0,1
2.700,2.700,0,1
2.800,2.800,0,1
2.900,2.900,0,1
3.000,3.000,0,1
3.100,3.100,0,1
3.200,3.200,0,1
3.300,3.300,0,1
3.400,3.400,0,1
3.500,3.500,0,1
3.600,3.600,0,1
3.700,3.700,0,1
3.800,3.800,0,1
3.900,3.900,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
0.000,0.000,1,0
0.100,0.100,1,0
0.200,0.200,1,0
0.300,0.300,1,0
0.400,0.400,1,0
0.500,0.500,1,0
0.600,0.600,1,0
0.700,0.700,1,0
0.800,0.800,1,0
0.900,0.900,1,0
1.000,1.000,1,0
1.100,1.100,1,0
1.200,1.200,1,0
1.300,1.300,1,0
1.400,1.400,1,0
1.500,1.500,1,0
1.600,1.600,1,0
1.700,1.700,1,0
1.800,1.800,1,0
1.900,1.900,1,0
2.000,2.000,1,0
2.100,2.100,1,0
2.200,2.200,1,0
2.300,2.300,1,0
2.400,2.400,1,0
2.500,2.500,1,0
2.600,2.600,1,0
2.700,2.700,1,0
2.800,2.800,1,0
2.900,2.900,1,0
3.000,3.000,1,0
3.100,3.100,1,0
3.200,3.200,1,0
3.300,3.300,1,0
3.400,3.400,1,0
3.500,3.500,1,0
3.600,3.600,1,0
3.700,3.700,1,0
3.800,3.800,1,0
3.900,3.900,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
4.000,4.000,1,0
0.000,0.000,0,1
0.100,0.100,0,1
0.200,0.200,0,1
0.300,0.300,0,1
0.400,0.400,0,1
0.500,0.500,0,1
0.600,0.600,0,1
0.700,0.700,0,1
0.800,0.800,0,1
0.900,0.900,0,1
1.000,1.000,0,1
1.100,1.100,0,1
1.200,1.200,0,1
1.300,1.300,0,1
1.400,1.400,0,1
1.500,1.500,0,1
1.600,1.600,0,1
1.700,1.700,0,1
1.800,1.800,0,1
1.900,1.900,0,1
2.000,2.000,0,1
2.100,2.100,0,1
2.200,2.200,0,1
2.300,2.300,0,1
2.400,2.400,0,1
2.500,2.500,0,1
2.600,2.600,0,1
2.700,2.700,0,1
2.800,2.800,0,1
2.900,2.900,0,1
3.000,3.000,0,1
3.100,3.100,0,1
3.200,3.200,0,1
3.300,3.300,0,1
3.400,3.400,0,1
3.500,3.500,0,1
3.600,3.600,0,1
3.700,3.700,0,1
3.800,3.800,0,1
3.900,3.900,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
4.000,4.000,0,1
0.000,0.000,1,0
0.100,0.100,1,0
0.200,0.200,1,0
0.300,0.300,1,0
0.400,0.400,1,0
0.500,0.500,1,0
0.600,0.600,1,0
0.700,0.700,1,0
0.800,0.800,1,0
0.900,0.900,1,0
1.000,1.000,1,0
1.100,1.100,1,0
1.200,1.200,1,0
1.300,1.300,1,0
1.400,1.400,1,0
1.500,1.500,1,0
1.600,1.600,1,0
1.700,1.700,1,0
1.800,1.800,1,0
1.900,1.900,1,0
2.000,2.000,1,0
2.100,2.100,1,0
2.200,2.200,1,0
2.300,2.300,1,0
2.400,2.400,1,0
2.500,2.500,1,0
2.600,2.600,1,0
2.700,2.700,1,0
2.800,2.800,1,0
2.900,2.900,1,0
3.000,3.000,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
3.100,3.100,1,0
0.000,0.000,0,1
0.100,0.100,0,1
0.200,0.200,0,1
0.300,0.300,0,1
0.400,0.400,0,1
0.500,0.500,0,1
0.600,0.600,0,1
0.700,0.700,0,1
0.800,0.800,0,1
0.900,0.900,0,1
1.000,1.000,0,1
1.100,1.100,0,1
1.200,1.200,0,1
1.300,1.300,0,1
1.400,1.400,0,1
1.500,1.500,0,1
1.600,1.600,0,1
1.700,1.700,0,1
1.800,1.800,0,1
1.900,1.900,0,1
2.000,2.000,0,1
2.100,2.100,0,1
2.200,2.200,0,1
2.300,2.300,0,1
2.400,2.400,0,1
2.500,2.500,0,1
2.600,2.600,0,1
2.700,2.700,0,1
2.800,2.800,0,1
2.900,2.900,0,1
3.000,3.000,0,1
3.100,3.100,0,1
